account_id,date_closed,deal_length,deal_value,id,is_closed,is_lost,is_won,lead_id,mrr,name,owner_id,stage
3,2019-04-12,10,15912.46,41,True,,True,239,1591.25,integrate proactive technologies,5,closed_won
1,2019-03-24,11,11028.9,42,True,True,,185,1002.63,implement back-end users,11,closed_lost
9,2019-03-12,5,7603.34,43,True,True,,825,1520.67,extend extensible supply-chains,18,closed_lost
6,2020-09-12,8,17905.64,44,True,,True,897,2238.2,deliver dynamic e-tailers,22,closed_won
8,2019-06-02,10,7468.36,45,True,,True,405,746.84,facilitate plug-and-play niches,10,closed_won
7,2020-01-17,6,2799.71,46,True,,True,249,466.62,target cross-platform e-markets,4,closed_won
3,2019-05-26,3,15962.49,47,True,,True,188,5320.83,exploit frictionless content,19,closed_won
4,,9,22588.92,48,False,,,794,2509.88,transform real-time e-commerce,11,qualified
6,,3,7008.29,49,False,,,296,2336.1,brand ubiquitous mindshare,24,discovery
9,,5,6135.72,50,False,,,745,1227.14,re-contextualize proactive methodologies,18,qualified
2,2019-03-22,2,21780.63,51,True,,True,273,10890.32,expedite bleeding-edge paradigms,13,closed_won
8,2019-08-03,7,18860.02,52,True,True,,668,2694.29,benchmark value-added web services,22,closed_lost
6,,8,19874.01,53,False,,,518,2484.25,implement B2C e-commerce,17,qualified
7,,4,20220.15,54,False,,,340,5055.04,whiteboard world-class content,17,qualified
7,2019-04-26,3,14155.1,55,True,True,,428,4718.37,transition bleeding-edge info-mediaries,24,closed_lost
9,2019-08-07,7,19750.32,56,True,True,,802,2821.47,reinvent virtual systems,16,closed_lost
2,2019-07-28,10,16133.55,57,True,True,,309,1613.36,transform proactive initiatives,7,closed_lost
2,2019-12-22,4,4391.1,58,True,True,,249,1097.78,morph viral experiences,11,closed_lost
8,2019-11-08,8,4721.42,59,True,,True,250,590.18,extend open-source channels,6,closed_won
2,2020-07-19,4,14607.39,60,True,,True,245,3651.85,mesh bricks-and-clicks paradigms,22,closed_won
6,2019-08-22,9,18211.24,61,True,True,,855,2023.47,seize 24/365 e-commerce,13,closed_lost
4,2019-07-05,4,13624.57,62,True,,True,449,3406.14,mesh dot-com action-items,10,closed_won
1,2019-08-22,7,4617.93,63,True,True,,175,659.7,repurpose wireless technologies,24,closed_lost
9,,9,9169.33,64,False,,,565,1018.81,utilize collaborative web services,18,solution_design
4,,9,15944.91,65,False,,,392,1771.66,cultivate customized content,1,solution_design
9,,4,10464.82,66,False,,,279,2616.2,engineer seamless paradigms,20,solution_design
7,,10,4320.65,67,False,,,724,432.06,optimize distributed eyeballs,16,qualified
9,,4,15556.62,68,False,,,142,3889.16,integrate killer ROI,22,discovery
6,2020-09-10,10,4635.59,69,True,True,,484,463.56,re-intermediate cross-platform schemas,3,closed_lost
4,2019-08-15,6,10480.14,70,True,True,,486,1746.69,engineer web-enabled convergence,12,closed_lost
9,,4,9722.12,71,False,,,514,2430.53,exploit best-of-breed systems,23,solution_design
3,,2,12958.44,72,False,,,60,6479.22,exploit visionary interfaces,15,qualified
2,2019-09-08,8,17931.9,73,True,,True,421,2241.49,re-intermediate back-end schemas,8,closed_won
5,2019-10-09,8,7849.27,74,True,True,,209,981.16,strategize killer communities,4,closed_lost
7,,2,11933.92,75,False,,,936,5966.96,architect turn-key initiatives,21,discovery
6,,11,2335.01,76,False,,,641,212.27,brand impactful deliverables,12,discovery
9,2019-09-06,8,4656.78,77,True,,True,981,582.1,exploit cutting-edge architectures,19,closed_won
3,2019-08-15,10,22826.12,78,True,,True,736,2282.61,synthesize rich supply-chains,17,closed_won
5,,10,12152.14,79,False,,,660,1215.21,streamline customized e-markets,5,solution_design
8,2019-07-14,4,1885.78,80,True,,True,186,471.44,iterate e-business info-mediaries,7,closed_won
3,2020-08-11,7,24352.31,81,True,,True,393,3478.9,innovate user-centric schemas,20,closed_won
4,2020-05-15,9,13144.0,82,True,,True,36,1460.44,utilize magnetic content,7,closed_won
3,2019-05-23,1,1897.69,83,True,True,,79,1897.69,transition real-time technologies,8,closed_lost
9,2020-08-13,7,12960.83,84,True,True,,144,1851.55,envisioneer interactive technologies,19,closed_lost
9,2020-06-01,7,14303.66,85,True,True,,752,2043.38,integrate real-time paradigms,1,closed_lost
1,2020-04-04,9,18583.65,86,True,,True,813,2064.85,target impactful methodologies,20,closed_won
6,,4,857.18,87,False,,,32,214.29,facilitate bleeding-edge platforms,9,discovery
1,,5,15480.37,88,False,,,355,3096.07,integrate innovative partnerships,14,solution_design
2,,6,18189.33,89,False,,,436,3031.56,innovate next-generation communities,8,discovery
7,2019-10-03,3,10134.27,90,True,,True,116,3378.09,harness user-centric e-business,17,closed_won
4,2019-05-10,8,14326.38,91,True,,True,865,1790.8,deploy ubiquitous vortals,7,closed_won
4,2019-01-30,4,23567.83,92,True,True,,221,5891.96,implement synergistic eyeballs,23,closed_lost
4,,4,19723.59,93,False,,,137,4930.9,brand robust experiences,15,qualified
3,2019-02-17,6,2077.65,94,True,True,,394,346.28,revolutionize B2B communities,12,closed_lost
9,2019-12-11,4,7767.24,95,True,,True,284,1941.81,envisioneer viral functionalities,24,closed_won
2,,11,24154.55,96,False,,,711,2195.87,maximize compelling e-commerce,20,discovery
2,,7,19937.27,97,False,,,721,2848.18,grow compelling users,12,qualified
6,2020-07-14,10,2973.45,98,True,,True,844,297.34,e-enable bricks-and-clicks mindshare,6,closed_won
4,,3,21618.46,99,False,,,92,7206.15,embrace next-generation metrics,10,qualified
4,,8,5738.78,100,False,,,169,717.35,reinvent interactive ROI,22,solution_design
3,2019-01-22,1,22481.4,101,True,True,,401,22481.4,unleash best-of-breed platforms,3,closed_lost
1,,7,3123.78,102,False,,,462,446.25,iterate 24/365 e-business,21,qualified
1,,8,14287.72,103,False,,,654,1785.96,synergize integrated metrics,20,solution_design
2,,5,14994.47,104,False,,,819,2998.89,repurpose enterprise users,1,solution_design
6,,9,1645.26,105,False,,,714,182.81,scale granular convergence,20,solution_design
9,2020-07-31,3,23767.27,106,True,True,,750,7922.42,monetize plug-and-play methodologies,15,closed_lost
6,,2,7413.08,107,False,,,28,3706.54,expedite B2B e-services,18,discovery
1,,5,24878.81,108,False,,,603,4975.76,seize distributed vortals,13,solution_design
9,,9,8218.65,109,False,,,130,913.18,benchmark killer convergence,6,qualified
7,,9,23998.63,110,False,,,389,2666.51,optimize open-source e-markets,1,discovery
3,2019-02-22,2,4249.42,111,True,,True,598,2124.71,streamline holistic communities,7,closed_won
1,,4,5381.53,112,False,,,814,1345.38,re-intermediate customized portals,3,qualified
6,2020-01-17,3,10305.21,113,True,,True,695,3435.07,aggregate interactive paradigms,24,closed_won
2,2019-08-31,10,14796.19,114,True,True,,821,1479.62,whiteboard distributed applications,18,closed_lost
9,2019-10-22,10,11080.29,115,True,True,,154,1108.03,re-intermediate leading-edge functionalities,20,closed_lost
8,2019-03-26,11,19898.23,116,True,True,,117,1808.93,monetize interactive portals,20,closed_lost
3,2020-01-21,2,15686.67,117,True,,True,453,7843.34,grow cross-media networks,2,closed_won
9,2020-05-22,2,5575.31,118,True,True,,435,2787.66,synergize synergistic e-business,21,closed_lost
2,,1,16707.21,119,False,,,865,16707.21,engage best-of-breed solutions,18,solution_design
4,2020-09-05,9,9554.63,120,True,,True,714,1061.63,repurpose magnetic portals,6,closed_won
1,,6,19309.55,121,False,,,809,3218.26,brand front-end info-mediaries,24,discovery
2,,2,10052.5,122,False,,,632,5026.25,evolve web-enabled bandwidth,14,qualified
3,2020-08-05,6,17665.28,123,True,True,,241,2944.21,strategize mission-critical architectures,3,closed_lost
3,,9,3735.6,124,False,,,714,415.07,facilitate mission-critical users,1,discovery
2,,2,11479.94,125,False,,,269,5739.97,deploy value-added applications,19,discovery
4,2019-06-17,9,21728.45,126,True,True,,756,2414.27,optimize frictionless partnerships,2,closed_lost
2,2019-04-04,8,6266.24,127,True,,True,104,783.28,harness 24/7 e-services,2,closed_won
6,,4,7864.15,128,False,,,261,1966.04,implement turn-key platforms,1,qualified
5,,1,21995.16,129,False,,,425,21995.16,deploy interactive info-mediaries,23,solution_design
3,2020-01-30,6,7035.28,130,True,True,,434,1172.55,evolve transparent action-items,4,closed_lost
2,2019-12-29,2,11811.71,131,True,True,,706,5905.85,whiteboard rich experiences,9,closed_lost
9,,8,24936.27,132,False,,,832,3117.03,grow intuitive networks,9,discovery
8,,6,17072.39,133,False,,,87,2845.4,strategize revolutionary paradigms,15,discovery
5,,4,5673.29,134,False,,,597,1418.32,visualize back-end initiatives,13,discovery
1,,11,20377.96,135,False,,,146,1852.54,monetize seamless infrastructures,10,solution_design
5,2019-06-29,5,22171.89,136,True,,True,697,4434.38,productize global partnerships,8,closed_won
8,2020-06-24,11,16214.03,137,True,,True,677,1474.0,productize leading-edge initiatives,7,closed_won
4,,6,1138.18,138,False,,,243,189.7,expedite best-of-breed e-services,12,solution_design
2,,7,2991.92,139,False,,,649,427.42,evolve cutting-edge info-mediaries,7,qualified
3,,1,12570.07,140,False,,,375,12570.07,monetize impactful paradigms,14,solution_design
4,,2,14454.81,141,False,,,709,7227.4,enable strategic initiatives,20,qualified
9,,2,22436.28,142,False,,,995,11218.14,transition one-to-one experiences,10,qualified
8,,2,22006.37,143,False,,,720,11003.18,harness synergistic supply-chains,8,discovery
5,2020-09-19,8,1699.41,144,True,True,,723,212.43,benchmark transparent vortals,6,closed_lost
3,2019-11-02,6,8122.27,145,True,,True,710,1353.71,repurpose sticky web-readiness,17,closed_won
2,,7,1327.29,146,False,,,79,189.61,unleash distributed ROI,12,solution_design
9,,6,20359.32,147,False,,,689,3393.22,exploit ubiquitous action-items,23,discovery
1,2019-05-31,1,12775.19,148,True,,True,608,12775.19,orchestrate real-time e-tailers,2,closed_won
6,2019-03-04,2,13710.15,149,True,True,,556,6855.07,engage best-of-breed metrics,22,closed_lost
8,2020-08-31,3,7208.68,150,True,,True,56,2402.89,grow granular technologies,15,closed_won
5,2020-08-04,8,11554.05,151,True,True,,105,1444.26,expedite rich web services,19,closed_lost
8,,8,11449.22,152,False,,,733,1431.15,drive mission-critical infrastructures,9,discovery
7,,2,20630.92,153,False,,,16,10315.46,generate 24/365 users,9,discovery
8,2019-07-17,8,15441.85,154,True,True,,280,1930.23,iterate virtual schemas,14,closed_lost
1,2019-06-21,10,10465.24,155,True,,True,847,1046.52,revolutionize B2C applications,7,closed_won
6,2019-08-05,11,940.57,156,True,True,,495,85.51,incentivize e-business e-business,21,closed_lost
7,,3,14534.02,157,False,,,528,4844.67,mesh e-business ROI,13,solution_design
3,2019-05-29,3,5520.45,158,True,True,,74,1840.15,transition innovative relationships,23,closed_lost
6,2020-07-22,6,13974.79,159,True,,True,226,2329.13,transition 24/7 schemas,18,closed_won
7,2019-01-21,2,19224.47,160,True,True,,216,9612.24,scale granular systems,1,closed_lost
6,,9,22683.9,161,False,,,185,2520.43,syndicate transparent info-mediaries,11,qualified
9,2019-07-29,4,9053.59,162,True,,True,629,2263.4,enhance turn-key e-services,6,closed_won
5,,8,19429.9,163,False,,,85,2428.74,enhance cross-platform networks,5,discovery
5,,4,16643.75,164,False,,,464,4160.94,strategize world-class platforms,1,solution_design
5,,11,9420.97,165,False,,,761,856.45,brand extensible experiences,22,discovery
9,2020-05-21,6,3810.75,166,True,,True,486,635.12,productize open-source mindshare,12,closed_won
4,2019-11-25,11,2875.08,167,True,True,,703,261.37,whiteboard 24/365 partnerships,16,closed_lost
2,2020-05-29,7,953.71,168,True,,True,880,136.24,implement collaborative e-services,4,closed_won
1,2019-08-13,5,12589.63,169,True,True,,342,2517.93,aggregate B2B synergies,6,closed_lost
9,2020-02-05,11,11612.74,170,True,,True,731,1055.7,synergize wireless experiences,11,closed_won
4,2020-07-24,5,24222.9,171,True,,True,173,4844.58,monetize best-of-breed interfaces,19,closed_won
1,2019-02-12,6,19579.76,172,True,True,,289,3263.29,utilize front-end ROI,12,closed_lost
5,2020-01-08,8,10727.4,173,True,True,,806,1340.92,cultivate efficient web services,6,closed_lost
8,2020-02-25,6,21089.57,174,True,True,,75,3514.93,re-contextualize turn-key synergies,18,closed_lost
2,2020-03-30,10,11416.37,175,True,,True,157,1141.64,embrace transparent interfaces,17,closed_won
1,,10,9196.52,176,False,,,754,919.65,deploy open-source e-services,6,qualified
5,,8,16644.23,177,False,,,436,2080.53,engineer turn-key relationships,11,qualified
1,2019-02-16,1,1428.56,178,True,,True,149,1428.56,engineer B2C infrastructures,8,closed_won
4,,1,5780.99,179,False,,,607,5780.99,deliver compelling deliverables,13,solution_design
9,,8,20442.04,180,False,,,569,2555.26,leverage magnetic deliverables,9,solution_design
6,2020-03-03,8,3910.26,181,True,True,,594,488.78,matrix integrated applications,16,closed_lost
7,2020-04-17,3,3743.75,182,True,,True,229,1247.92,strategize B2B mindshare,14,closed_won
1,,3,7651.59,183,False,,,578,2550.53,innovate ubiquitous applications,14,discovery
1,2020-01-27,6,20833.43,184,True,True,,461,3472.24,matrix magnetic functionalities,1,closed_lost
7,2019-08-15,5,24951.84,185,True,,True,692,4990.37,utilize intuitive platforms,14,closed_won
8,,3,13001.07,186,False,,,455,4333.69,brand scalable experiences,10,solution_design
4,,7,22693.46,187,False,,,340,3241.92,deliver bricks-and-clicks methodologies,7,qualified
7,,7,8312.88,188,False,,,496,1187.55,synthesize bricks-and-clicks niches,6,qualified
3,2020-02-28,11,3536.81,189,True,True,,585,321.53,facilitate frictionless technologies,12,closed_lost
6,2020-08-04,7,14424.27,190,True,True,,717,2060.61,generate 24/365 bandwidth,4,closed_lost
5,2020-06-05,5,18135.45,191,True,True,,762,3627.09,brand cross-platform methodologies,12,closed_lost
1,2020-06-19,2,23050.03,192,True,True,,815,11525.01,target vertical experiences,13,closed_lost
1,2019-12-24,6,19041.72,193,True,True,,428,3173.62,benchmark granular supply-chains,11,closed_lost
7,2019-07-29,10,10336.46,194,True,True,,558,1033.65,transform robust functionalities,6,closed_lost
2,2019-07-06,3,6367.09,195,True,True,,737,2122.36,facilitate synergistic ROI,5,closed_lost
3,2019-04-23,9,3075.28,196,True,,True,406,341.7,re-intermediate cross-media niches,23,closed_won
2,2020-01-19,9,11569.6,197,True,,True,868,1285.51,integrate cutting-edge content,6,closed_won
6,,2,9127.29,198,False,,,623,4563.65,enhance mission-critical communities,2,solution_design
5,2020-02-05,1,12848.44,199,True,True,,317,12848.44,implement one-to-one vortals,19,closed_lost
5,,5,24338.77,200,False,,,549,4867.75,strategize scalable partnerships,1,solution_design
7,2019-05-14,7,2270.94,201,True,True,,722,324.42,incubate world-class ROI,4,closed_lost
9,,9,18797.12,202,False,,,888,2088.57,implement revolutionary partnerships,20,qualified
5,,10,7528.1,203,False,,,545,752.81,innovate B2B functionalities,8,solution_design
4,2020-04-02,9,5328.8,204,True,,True,559,592.09,envisioneer enterprise solutions,10,closed_won
5,,8,2109.48,205,False,,,557,263.69,productize integrated e-markets,22,discovery
7,2019-10-20,2,11132.33,206,True,True,,213,5566.16,harness extensible bandwidth,5,closed_lost
4,2019-04-01,7,23029.93,207,True,,True,343,3289.99,strategize frictionless niches,3,closed_won
5,2020-01-17,10,10263.49,208,True,True,,609,1026.35,benchmark clicks-and-mortar e-commerce,23,closed_lost
7,2019-02-07,7,21856.01,209,True,True,,572,3122.29,re-contextualize mission-critical portals,4,closed_lost
7,,7,15112.7,210,False,,,374,2158.96,embrace visionary schemas,23,discovery
1,,10,12834.89,211,False,,,421,1283.49,extend 24/365 solutions,16,qualified
4,,10,22327.49,212,False,,,507,2232.75,matrix proactive e-business,21,solution_design
6,,1,8138.76,213,False,,,655,8138.76,scale dot-com functionalities,22,solution_design
8,,6,2635.41,214,False,,,788,439.23,strategize real-time vortals,2,qualified
1,2019-03-22,4,15590.2,215,True,,True,958,3897.55,orchestrate collaborative applications,17,closed_won
4,2020-06-09,5,14424.32,216,True,True,,352,2884.86,seize next-generation ROI,12,closed_lost
2,2020-07-13,10,14811.63,217,True,,True,593,1481.16,evolve plug-and-play e-markets,14,closed_won
1,,1,9805.03,218,False,,,296,9805.03,syndicate proactive platforms,5,discovery
4,,4,2808.21,219,False,,,324,702.05,maximize efficient experiences,16,discovery
5,,4,4029.44,220,False,,,779,1007.36,productize viral convergence,9,solution_design
8,2019-11-10,7,18239.26,221,True,True,,990,2605.61,aggregate scalable architectures,3,closed_lost
6,,1,7300.87,222,False,,,870,7300.87,utilize 24/365 communities,19,solution_design
5,2020-04-12,2,23960.19,223,True,,True,174,11980.09,transition one-to-one methodologies,11,closed_won
3,,3,18071.91,224,False,,,33,6023.97,whiteboard distributed systems,22,discovery
8,2020-09-10,6,6114.96,225,True,True,,615,1019.16,expedite cross-media solutions,10,closed_lost
2,2019-07-29,6,16170.63,226,True,,True,991,2695.11,iterate interactive mindshare,4,closed_won
2,2020-01-04,8,16016.34,227,True,True,,834,2002.04,e-enable killer action-items,3,closed_lost
2,2020-05-16,9,8400.89,228,True,True,,350,933.43,syndicate open-source users,13,closed_lost
9,2019-04-24,7,5955.58,229,True,,True,856,850.8,iterate mission-critical models,2,closed_won
8,,5,21023.34,230,False,,,912,4204.67,monetize impactful partnerships,21,qualified
6,2019-03-24,4,16927.37,231,True,True,,62,4231.84,utilize virtual content,9,closed_lost
2,2019-01-05,6,4140.0,232,True,,True,423,690.0,innovate transparent metrics,20,closed_won
4,,5,2303.25,233,False,,,489,460.65,transition clicks-and-mortar vortals,11,discovery
9,2019-01-27,9,15501.74,234,True,True,,300,1722.42,seize 24/7 deliverables,10,closed_lost
1,2019-11-07,1,19480.81,235,True,True,,58,19480.81,empower synergistic ROI,6,closed_lost
8,2019-12-03,3,17544.0,236,True,,True,170,5848.0,implement 24/7 supply-chains,24,closed_won
2,,8,16160.36,237,False,,,18,2020.05,engage visionary web services,19,qualified
9,2020-07-01,5,24576.59,238,True,,True,459,4915.32,aggregate integrated portals,19,closed_won
4,2020-01-25,11,19185.12,239,True,True,,221,1744.1,transform cross-media architectures,10,closed_lost
5,,10,16931.29,240,False,,,846,1693.13,repurpose rich channels,7,qualified
3,2019-08-30,11,21703.28,241,True,True,,38,1973.03,innovate back-end action-items,18,closed_lost
6,2019-02-28,11,12108.33,242,True,,True,4,1100.76,deliver scalable initiatives,19,closed_won
7,2020-10-06,11,1178.54,243,True,,True,182,107.14,synergize end-to-end interfaces,22,closed_won
6,2019-10-07,11,9689.23,244,True,,True,541,880.84,transform compelling channels,20,closed_won
5,,6,7536.98,245,False,,,860,1256.16,iterate e-business metrics,15,discovery
7,,6,14176.23,246,False,,,83,2362.7,productize bricks-and-clicks e-commerce,24,solution_design
9,2020-03-30,4,10919.56,247,True,True,,55,2729.89,incentivize 24/7 portals,4,closed_lost
8,,4,4805.34,248,False,,,626,1201.34,matrix real-time platforms,4,qualified
8,2019-10-07,4,709.61,249,True,,True,365,177.4,harness global web services,2,closed_won
9,2019-09-20,4,1635.73,250,True,,True,893,408.93,incubate robust infrastructures,8,closed_won
2,,3,5618.16,251,False,,,129,1872.72,leverage robust channels,1,solution_design
5,,6,20599.16,252,False,,,419,3433.19,evolve plug-and-play paradigms,2,discovery
3,,6,12805.83,253,False,,,819,2134.3,strategize sticky deliverables,10,discovery
6,2019-03-27,2,2287.93,254,True,True,,305,1143.96,redefine leading-edge deliverables,7,closed_lost
3,,3,15737.66,255,False,,,147,5245.89,evolve rich platforms,1,qualified
4,2020-07-04,4,372.61,256,True,,True,577,93.15,utilize back-end networks,21,closed_won
8,,4,5406.66,257,False,,,441,1351.66,incentivize seamless schemas,2,qualified
2,2019-10-22,5,22956.41,258,True,True,,981,4591.28,leverage dynamic platforms,1,closed_lost
2,2019-08-15,1,13035.97,259,True,,True,261,13035.97,facilitate world-class paradigms,21,closed_won
3,2019-12-21,3,3625.14,260,True,,True,965,1208.38,synthesize turn-key channels,17,closed_won
7,,3,16053.17,261,False,,,957,5351.06,implement scalable technologies,12,discovery
6,2019-06-23,5,13867.77,262,True,True,,411,2773.55,e-enable world-class synergies,16,closed_lost
3,2019-06-27,2,19200.71,263,True,,True,967,9600.35,re-contextualize collaborative technologies,8,closed_won
1,,8,4633.59,264,False,,,454,579.2,utilize viral metrics,2,solution_design
8,,4,21086.67,265,False,,,263,5271.67,transition compelling e-business,16,solution_design
4,2020-06-11,5,12961.43,266,True,True,,163,2592.29,utilize front-end initiatives,9,closed_lost
1,,4,22333.26,267,False,,,836,5583.31,grow 24/365 e-tailers,16,discovery
8,2020-01-16,1,2746.83,268,True,,True,618,2746.83,enhance innovative convergence,15,closed_won
4,2020-02-09,3,20544.04,269,True,True,,282,6848.01,optimize frictionless action-items,6,closed_lost
8,,5,12755.98,270,False,,,358,2551.2,maximize enterprise markets,5,solution_design
4,,3,15078.0,271,False,,,92,5026.0,grow revolutionary applications,20,solution_design
1,,8,12692.58,272,False,,,556,1586.57,morph integrated relationships,19,discovery
7,,11,24293.57,273,False,,,110,2208.51,deliver strategic users,16,qualified
1,2019-03-24,8,3720.13,274,True,,True,217,465.02,engage intuitive bandwidth,3,closed_won
1,,3,7360.77,275,False,,,758,2453.59,productize cutting-edge e-tailers,6,qualified
9,2019-03-27,7,5652.23,276,True,True,,631,807.46,syndicate extensible interfaces,1,closed_lost
3,2019-04-20,1,37.52,277,True,True,,357,37.52,syndicate collaborative partnerships,9,closed_lost
3,2020-01-19,11,14648.28,278,True,True,,996,1331.66,facilitate plug-and-play relationships,1,closed_lost
6,,7,218.54,279,False,,,938,31.22,utilize frictionless communities,18,discovery
9,,2,14005.03,280,False,,,690,7002.52,generate cross-platform functionalities,20,qualified
8,2019-03-25,3,10798.18,281,True,True,,906,3599.39,aggregate next-generation ROI,17,closed_lost
9,2019-03-11,1,11908.53,282,True,True,,491,11908.53,re-intermediate user-centric markets,24,closed_lost
5,,10,7181.81,283,False,,,619,718.18,matrix B2B initiatives,13,solution_design
2,,5,24286.47,284,False,,,705,4857.29,maximize vertical portals,19,qualified
1,2019-08-26,8,14408.62,285,True,True,,493,1801.08,visualize rich users,14,closed_lost
8,,3,11581.6,286,False,,,300,3860.53,exploit revolutionary networks,23,solution_design
5,2019-02-27,7,12707.66,287,True,True,,981,1815.38,seize cross-platform bandwidth,16,closed_lost
9,,6,12906.99,288,False,,,974,2151.16,morph cross-media initiatives,3,qualified
7,2019-12-22,8,14220.25,289,True,,True,25,1777.53,mesh holistic ROI,22,closed_won
9,,2,22549.55,290,False,,,63,11274.77,maximize end-to-end solutions,13,qualified
2,,3,10953.99,291,False,,,838,3651.33,leverage value-added content,16,qualified
5,2020-03-16,2,22311.94,292,True,,True,964,11155.97,maximize cross-media content,23,closed_won
6,,9,763.35,293,False,,,940,84.82,scale virtual mindshare,8,discovery
9,,6,18274.37,294,False,,,73,3045.73,e-enable efficient paradigms,22,solution_design
6,2019-09-19,11,22152.3,295,True,,True,126,2013.85,evolve efficient schemas,17,closed_won
5,2020-05-31,6,19199.94,296,True,True,,674,3199.99,redefine integrated networks,9,closed_lost
6,2019-03-02,7,14166.06,297,True,True,,668,2023.72,matrix collaborative solutions,11,closed_lost
2,2020-06-13,5,5476.69,298,True,,True,350,1095.34,facilitate out-of-the-box info-mediaries,2,closed_won
5,2019-10-05,4,21621.22,299,True,,True,342,5405.31,mesh out-of-the-box e-tailers,13,closed_won
8,2020-08-31,4,19875.62,300,True,True,,971,4968.9,cultivate virtual experiences,9,closed_lost
1,2020-03-02,7,7919.06,301,True,,True,730,1131.29,innovate cutting-edge experiences,21,closed_won
3,2020-05-10,3,13974.82,302,True,,True,233,4658.27,facilitate proactive synergies,19,closed_won
6,2020-08-16,5,23212.43,303,True,True,,873,4642.49,enable vertical architectures,22,closed_lost
7,2020-01-15,2,4324.17,304,True,,True,849,2162.09,optimize web-enabled users,23,closed_won
8,2020-07-26,3,14509.6,305,True,True,,169,4836.53,iterate sticky metrics,3,closed_lost
5,,4,15918.89,306,False,,,873,3979.72,unleash out-of-the-box deliverables,9,qualified
1,2019-02-25,4,14298.25,307,True,True,,50,3574.56,productize one-to-one functionalities,17,closed_lost
9,2019-02-28,6,20282.52,308,True,True,,436,3380.42,iterate viral models,21,closed_lost
